1000000; 2; 1.7504
1000000; 4; 2.8908
1000000; 6; 2.7380
1000000; 8; 2.5674
10000000; 2; 1.6076
10000000; 4; 3.0616
10000000; 6; 2.6300
10000000; 8; 2.0511
100000000; 2; 1.8458
100000000; 4; 2.8652
100000000; 6; 2.8886
100000000; 8; 2.6950
