1000000; 2; 1.5365
1000000; 4; 1.8087
1000000; 6; 2.4067
1000000; 8; 1.9578
10000000; 2; 2.0832
10000000; 4; 3.4747
10000000; 6; 3.5000
10000000; 8; 2.5102
100000000; 2; 2.0746
100000000; 4; 3.4003
100000000; 6; 2.9878
100000000; 8; 3.5457
