1000000; 2; 1.6386
1000000; 4; 1.6454
1000000; 6; 1.7179
1000000; 8; 1.7775
10000000; 2; 1.9365
10000000; 4; 2.9545
10000000; 6; 3.0985
10000000; 8; 3.0046
100000000; 2; 1.9439
100000000; 4; 3.2900
100000000; 6; 3.0690
100000000; 8; 3.3208
